NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
190,190,190,190,190
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
220,220,220,220,220
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
